번호,가맹점명,승인일시,승인금액,할부,카드사,승인번호,구분,TID
1717,새로길(즉),2025-12-12 17:23:15,"900,000",6개월,06,21796329,승인,WRT1761807035
1718,어부의딸,2025-12-12 16:51:09,"89,000",일시불,06,21325685,승인,1047375472
1719,신나라콜라텍2,2025-12-12 16:48:52,"49,000",일시불,01,63475818,승인,1047334508
1720,스시정(즉),2025-12-12 16:34:20,"930,000",일시불,01,63359597,승인,1047371257
1721,귀한족발가락시장점,2025-12-12 16:14:15,"41,000",일시불,02,30039320,승인,1047365675
1722,나인(송파),2025-12-12 16:06:22,"150,000",6개월,15,85665335,승인,1047369914
1723,나인(송파),2025-12-12 16:04:16,"530,000",6개월,07,00067652,승인,1047369914
1724,신나라콜라텍2,2025-12-12 15:34:42,"16,000",일시불,01,63018729,승인,1047334508
1725,신나라콜라텍2,2025-12-12 15:17:25,"13,000",일시불,27,15792800,승인,1047334508
1726,신나라콜라텍2,2025-12-12 15:16:56,"8,000",일시불,12,43851718,승인,1047334508
1727,신나라콜라텍2,2025-12-12 15:11:44,"25,000",일시불,12,43786275,승인,1047334508
1728,신나라콜라텍2,2025-12-12 14:59:09,"13,000",일시불,01,62814665,승인,1047334508
1729,참마루(즉),2025-12-12 14:59:06,"2,000,000",4개월,03,10384802,승인,1047406296
1730,신나라콜라텍2,2025-12-12 14:49:17,"15,000",일시불,04,00870952,승인,1047334508
1731,신나라콜라텍2,2025-12-12 14:48:50,"15,000",일시불,02,19685749,승인,1047334508
1732,신나라콜라텍2,2025-12-12 14:47:17,"14,000",일시불,12,43477182,승인,1047334508
1733,신나라콜라텍2,2025-12-12 14:45:24,"25,000",일시불,12,43453516,승인,1047334508
1734,신나라콜라텍2,2025-12-12 14:44:23,"4,000",일시불,02,19632267,승인,1047334508
1735,신나라콜라텍2,2025-12-12 14:41:18,"31,000",일시불,12,43402461,승인,1047334508
1736,신나라콜라텍2,2025-12-12 14:39:29,"10,000",일시불,01,62705670,승인,1047334508
1737,이마트24마시안해변점,2025-12-12 14:37:14,"10,000",일시불,06,19504647,승인,1047369574
1738,이마트24마시안해변점,2025-12-12 14:36:12,"5,000",일시불,02,30030353,승인,1047369574
1739,신나라콜라텍2,2025-12-12 14:35:37,"6,000",일시불,12,43332034,승인,1047334508
1740,신나라콜라텍3,2025-12-12 14:29:19,"3,000",일시불,07,21169253,승인,1047334509
1741,신나라콜라텍2,2025-12-12 14:24:56,"13,000",일시불,12,43200368,승인,1047334508
1742,신나라콜라텍2,2025-12-12 14:23:32,"3,000",일시불,07,30005144,승인,1047334508
1743,신나라콜라텍2,2025-12-12 14:22:14,"26,000",일시불,07,30005133,승인,1047334508
1744,크라운족발야탑점,2025-12-12 14:20:10,"97,000",일시불,06,19288087,승인,1047363149
1745,신나라콜라텍2,2025-12-12 14:17:51,"10,000",일시불,12,43113507,승인,1047334508
1746,신나라콜라텍2,2025-12-12 14:08:18,"5,000",일시불,02,19147206,승인,1047334508
1747,신나라콜라텍2,2025-12-12 14:04:10,"13,000",일시불,02,19079039,승인,1047334508
1748,신나라콜라텍2,2025-12-12 14:00:47,"30,000",일시불,01,61842696,승인,1047334508
1749,신나라콜라텍2,2025-12-12 14:00:34,"5,000",일시불,31,85210092,승인,1047334508
1750,에스케이클린텍(사),2025-12-12 13:55:29,"300,000",일시불,05,54418726,승인,WNO1761703600
1751,신나라콜라텍2,2025-12-12 13:54:59,"19,000",일시불,02,18958057,승인,1047334508
1752,신나라콜라텍2,2025-12-12 13:54:05,"22,000",일시불,03,50884716,승인,1047334508
1753,신나라콜라텍2,2025-12-12 13:51:21,"16,000",일시불,12,42791757,승인,1047334508
1754,신나라콜라텍3,2025-12-12 13:50:55,"3,500",일시불,01,61575380,승인,1047334509
1755,거북이(즉),2025-12-12 13:50:11,"2,300,000",3개월,01,61507959,승인,1047406300
1756,거북이(즉),2025-12-12 13:49:08,"2,000,000",3개월,01,61506637,승인,1047406300
1757,거북이(즉),2025-12-12 13:49:08,"3,000,000",3개월,01,61505240,승인,1047406300
1758,신나라콜라텍3,2025-12-12 13:41:12,600,일시불,12,42672527,승인,1047334509
1759,신나라콜라텍2,2025-12-12 13:40:53,"37,000",일시불,01,61403972,승인,1047334508
1760,신나라콜라텍2,2025-12-12 13:34:01,"15,000",일시불,02,18686057,승인,1047334508
1761,신나라콜라텍2,2025-12-12 13:29:13,"3,000",일시불,01,61281695,승인,1047334508
1762,크라운족발야탑점,2025-12-12 13:14:09,"12,000",일시불,06,18378006,승인,1047363149
1763,신나라콜라텍2,2025-12-12 13:05:14,"8,000",일시불,01,61136575,승인,1047334508
1764,가을다방,2025-12-12 12:57:14,"5,000",일시불,03,18223900,승인,1047388121
1765,신나라콜라텍2,2025-12-12 12:56:06,"13,000",일시불,01,61084253,승인,1047334508
1766,신나라콜라텍2,2025-12-12 12:53:25,"17,000",일시불,07,30045479,승인,1047334508
1767,신나라콜라텍2,2025-12-12 12:49:13,"13,000",일시불,01,61027699,승인,1047334508
1768,가을다방,2025-12-12 12:31:15,"24,000",일시불,12,41718295,승인,1047388121
1769,올빼미카워시,2025-12-12 12:24:10,"500,000",일시불,02,30104310,승인,1047363400
1770,신나라콜라텍2,2025-12-12 12:11:14,"25,000",일시불,01,60753969,승인,1047334508
1771,한우농가(즉),2025-12-12 12:05:17,"550,000",일시불,08,59074162,승인,1047406297
1772,신나라콜라텍2,2025-12-12 11:56:39,"17,000",일시불,05,37069186,승인,1047334508
1773,조가네(즉),2025-12-12 11:41:21,"982,700",6개월,06,16867899,승인,1047372530
1774,참마루(즉),2025-12-12 10:53:12,"275,000",3개월,06,16261239,승인,1047406296
1775,서울35아2181,2025-12-12 10:39:07,"80,000",일시불,07,00190948,승인,1047369579
1776,귀한족발가락시장점,2025-12-12 08:17:16,"360,000",일시불,03,20534593,승인,1047365675
1777,라온호텔호남뷔페,2025-12-12 08:04:08,"24,000",일시불,02,30050496,승인,1047401852
1778,라온호텔호남뷔페,2025-12-12 08:04:07,"24,000",일시불,01,58128274,승인,1047401852
1779,귀한족발가락시장점,2025-12-12 07:17:11,"31,000",일시불,12,76006149,승인,1047365675
1780,럭셔리(즉),2025-12-12 04:42:12,"660,000",3개월,04,57727045,승인,1047406302
1781,갤럭시(즉),2025-12-12 04:36:12,"1,760,000",일시불,04,58979303,승인,1047407413
1782,오쓰리(즉),2025-12-12 02:32:11,"1,200,000",일시불,08,27548071,승인,1047384834
1783,꽃보다한우(즉),2025-12-12 02:20:12,"500,000",일시불,01,57631000,승인,1047363479
1784,꽃보다한우(즉),2025-12-12 02:20:12,"440,000",일시불,01,57623382,승인,1047363479
1785,스타BAR(즉),2025-12-12 02:17:13,"1,520,000",일시불,07,00689853,승인,1047406303
1786,스타BAR(즉),2025-12-12 02:15:10,"1,680,000",일시불,01,57617936,승인,1047406303
1787,스타BAR(즉),2025-12-12 02:15:10,"500,000",일시불,01,57618252,승인,1047406303
1788,거북이(즉),2025-12-12 02:15:09,"880,000",일시불,02,30023863,승인,1047406300
1789,한우농가(즉),2025-12-12 01:35:15,"7,000",일시불,03,08309902,승인,1047406297
1790,스타BAR(즉),2025-12-12 00:55:07,"420,000",일시불,01,57415212,승인,1047406303
1791,스타BAR(즉),2025-12-12 00:55:07,"420,000",일시불,01,57415644,승인,1047406303
1792,한우마을(즉),2025-12-12 00:31:14,"440,000",일시불,08,59403078,승인,1047406304
1793,한우마을(즉),2025-12-12 00:30:12,"440,000",일시불,08,53365185,승인,1047406304
1794,에비앙,2025-12-12 00:16:11,"1,400,000",일시불,01,57211194,승인,1047373517
1795,로즈,2025-12-12 00:14:16,"130,000",일시불,06,12999392,승인,1047373151
1796,한우마을(즉),2025-12-12 00:12:09,"440,000",일시불,08,47222106,승인,1047406304
1797,꽃보다한우(즉),2025-12-12 00:12:09,"1,320,000",일시불,07,00689059,승인,1047363479
1798,거북이(즉),2025-12-12 00:12:09,"900,000",일시불,03,24169606,승인,1047406300
1799,거북이(즉),2025-12-11 23:30:15,"430,000",일시불,04,07430280,승인,1047406300
1800,크라운족발야탑점,2025-12-11 23:21:21,"124,000",일시불,01,57024618,승인,1047363149
1801,귀한족발가락시장점,2025-12-11 23:09:15,"59,000",일시불,02,30030546,승인,1047365675
1802,귀한족발가락시장점,2025-12-11 23:07:11,"34,000",일시불,02,23045740,승인,1047365675
1803,한우마을(즉),2025-12-11 23:02:17,"500,000",일시불,07,00991888,승인,1047406304
1804,골탕,2025-12-11 23:01:14,"141,000",일시불,08,51580516,승인,1047385085
1805,스타BAR(즉),2025-12-11 22:38:17,"330,000",일시불,06,12448784,승인,1047406303
1806,골탕,2025-12-11 22:35:10,"88,000",일시불,02,30472265,승인,1047385085
1807,오쓰리(즉),2025-12-11 22:32:14,"200,000",일시불,03,27834600,승인,1047384834
1808,골탕,2025-12-11 22:21:06,"64,000",일시불,06,12330203,승인,1047385085
1809,미스트롯칠공팔공,2025-12-11 21:43:12,"150,000",일시불,02,30015891,승인,1047384064
1810,크라운족발야탑점,2025-12-11 21:38:08,"71,900",일시불,06,11957562,승인,1047363149
1811,크라운족발야탑점,2025-12-11 21:38:08,"447,000",일시불,06,11956308,승인,1047363149
1812,골탕,2025-12-11 21:26:11,"63,000",일시불,02,30048740,승인,1047385085
1813,귀한족발가락시장점,2025-12-11 21:19:15,"171,000",일시불,01,56512081,승인,1047365675
1814,스타BAR(즉),2025-12-11 21:15:19,"620,000",일시불,01,56483103,승인,1047406303
1815,골탕,2025-12-11 21:11:14,"68,000",일시불,03,25503402,승인,1047385085
1816,꽃보다한우(즉),2025-12-11 21:00:14,"370,000",일시불,06,11599323,승인,1047363479
1817,거북이(즉),2025-12-11 20:53:06,"920,000",일시불,04,05492172,승인,1047406300
1818,귀한족발가락시장점,2025-12-11 20:39:16,"96,000",일시불,02,30650932,승인,1047365675
1819,귀한족발가락시장점,2025-12-11 20:15:16,"99,500",일시불,04,28266192,승인,1047365675
1820,공간포차,2025-12-11 19:59:18,"400,000",3개월,04,15193522,승인,1047407276
1821,크라운족발야탑점,2025-12-11 19:58:11,"83,000",일시불,06,10928333,승인,1047363149
1822,토마토,2025-12-11 19:52:13,"52,000",일시불,06,10864103,승인,1047375474
1823,한우농가(즉),2025-12-11 19:24:15,"980,000",일시불,02,30019186,승인,1047406297
1824,기분좋은타이,2025-12-11 19:09:16,"380,000",일시불,01,55798483,승인,1047373153
1825,기분좋은타이,2025-12-11 19:08:13,"100,000",일시불,01,55795273,승인,1047373153
1826,시앤유,2025-12-11 19:03:08,"5,000,000",일시불,07,30007249,승인,WNO1754986085
1827,시앤유,2025-12-11 19:02:34,"5,000,000",일시불,12,73898492,승인,WNO1754986085
1828,시앤유,2025-12-11 19:02:10,"5,000,000",일시불,12,73894633,승인,WNO1754986085
1829,시앤유,2025-12-11 19:01:40,"2,500,000",일시불,02,10246315,승인,WNO1754986085
1830,시앤유,2025-12-11 19:01:22,"5,000,000",일시불,02,10244282,승인,WNO1754986085
1831,시앤유,2025-12-11 19:00:56,"3,850,000",일시불,05,35110348,승인,WNO1754986085
1832,시앤유,2025-12-11 19:00:36,"5,000,000",일시불,05,34691347,승인,WNO1754986085
1833,시앤유,2025-12-11 19:00:01,"4,530,000",일시불,05,22836219,승인,WNO1754986085
1834,시앤유,2025-12-11 18:58:26,"4,200,000",일시불,05,32295392,승인,WNO1754986085
1835,시앤유,2025-12-11 18:56:31,"1,380,000",일시불,05,30682302,승인,WNO1754986085
1836,시앤유,2025-12-11 18:56:10,"3,950,000",일시불,05,63992226,승인,WNO1754986085
1837,골탕,2025-12-11 18:23:15,"88,000",일시불,04,95004116,승인,1047385085
1838,스위트(즉),2025-12-11 18:04:12,100,일시불,02,26123807,승인,1047406366
1839,창경,2025-12-11 17:54:16,"480,000",5개월,04,37963251,승인,1047383437
1840,귀한족발가락시장점,2025-12-11 17:45:09,"83,000",일시불,01,55175238,승인,1047365675
1841,라이징(즉),2025-12-11 17:39:12,"1,140,000",3개월,04,54342212,승인,1047400437
1842,토브,2025-12-11 17:08:09,"40,000",일시불,12,72639337,승인,1047367468
1843,나인(송파),2025-12-11 17:07:17,"91,300",일시불,02,29220494,승인,1047369914
1844,가을다방,2025-12-11 16:52:10,"23,000",일시불,02,29388630,승인,1047388121
1845,귀한족발가락시장점,2025-12-11 16:31:08,"79,000",일시불,01,54705139,승인,1047365675
1846,체리,2025-12-11 16:13:12,"132,000",일시불,01,54602169,승인,1047377197
1847,가을다방,2025-12-11 16:10:15,"4,000",일시불,02,30055351,승인,1047388121
1848,신나라콜라텍2,2025-12-11 16:09:56,"10,000",일시불,02,07932247,승인,1047334508
1849,시앤유,2025-12-11 16:02:05,"1,300,000",일시불,01,54538518,승인,WNO1754986085
1850,시앤유,2025-12-11 16:01:41,"1,000,000",일시불,07,30024542,승인,WNO1754986085
1851,가을다방,2025-12-11 15:51:17,"5,500",일시불,01,54468256,승인,1047388121
1852,시앤유,2025-12-11 15:48:06,"1,500,000",일시불,31,85711172,승인,WNO1754986085
1853,시앤유,2025-12-11 15:47:45,"2,530,000",3개월,03,32713857,승인,WNO1754986085
1854,시앤유,2025-12-11 15:40:42,"4,570,000",3개월,07,30000695,승인,WNO1754986085
1855,시앤유,2025-12-11 15:34:48,"300,000",3개월,07,30000684,승인,WNO1754986085
1856,시앤유,2025-12-11 15:34:28,"5,000,000",3개월,07,30000673,승인,WNO1754986085
1857,이마트24마시안해변점,2025-12-11 15:32:09,"6,000",일시불,15,83560287,승인,1047369574
1858,신나라콜라텍2,2025-12-11 15:21:17,"3,000",일시불,27,13792700,승인,1047334508
1859,가을다방,2025-12-11 15:16:09,"7,000",일시불,07,00938054,승인,1047388121
1860,신나라콜라텍2,2025-12-11 14:55:33,"5,000",일시불,31,85051714,승인,1047334508
1861,신나라콜라텍2,2025-12-11 14:55:13,"28,000",일시불,02,06990728,승인,1047334508
1862,신나라콜라텍2,2025-12-11 14:49:08,"13,000",일시불,27,12792700,승인,1047334508
1863,신나라콜라텍2,2025-12-11 14:44:14,"21,000",일시불,02,06848722,승인,1047334508
1864,신나라콜라텍2,2025-12-11 14:29:02,"13,000",일시불,02,06657853,승인,1047334508
1865,신나라콜라텍2,2025-12-11 14:11:13,"24,000",일시불,02,06443416,승인,1047334508
1866,신나라콜라텍2,2025-12-11 14:03:18,"12,000",일시불,04,00793588,승인,1047334508
1867,신나라콜라텍2,2025-12-11 13:44:37,"24,000",일시불,07,30005373,승인,1047334508
1868,신나라콜라텍2,2025-12-11 13:26:49,"7,000",일시불,03,63350016,승인,1047334508
1869,신나라콜라텍2,2025-12-11 13:26:33,"10,000",일시불,07,30011836,승인,1047334508
1870,신나라콜라텍2,2025-12-11 13:25:35,"22,000",일시불,31,85840023,승인,1047334508
1871,신나라콜라텍2,2025-12-11 13:21:06,"14,000",일시불,01,52711439,승인,1047334508
1872,귀한족발가락시장점,2025-12-11 13:03:08,"68,000",일시불,01,52594427,승인,1047365675
1873,크라운족발야탑점,2025-12-11 12:54:13,"306,000",일시불,01,52537884,승인,1047363149
1874,신나라콜라텍2,2025-12-11 12:49:57,"16,000",일시불,07,30045468,승인,1047334508
1875,신나라콜라텍2,2025-12-11 12:32:07,"16,000",일시불,01,52418499,승인,1047334508
1876,신나라콜라텍2,2025-12-11 12:30:42,"24,000",일시불,01,52414496,승인,1047334508
1877,귀한족발가락시장점,2025-12-11 12:28:15,"87,000",일시불,02,30037464,승인,1047365675
1878,크라운족발야탑점,2025-12-11 12:03:14,"12,000",일시불,01,52240690,승인,1047363149
1879,신나라콜라텍3,2025-12-11 11:59:43,"13,000",일시불,01,52235720,승인,1047334509
1880,새로길(즉),2025-12-11 11:54:06,"1,500,000",10개월,08,37746003,승인,WRT1761807035
1881,신나라콜라텍3,2025-12-11 11:28:52,"10,000",일시불,01,52048928,승인,1047334509
1882,참마루(즉),2025-12-11 11:17:10,"280,000",3개월,06,03911516,승인,1047406296
1883,플레이원(사),2025-12-11 10:59:18,"55,000",일시불,07,30012383,승인,WNS1763625613
1884,참마루(즉),2025-12-11 10:28:08,"220,000",일시불,01,51706030,승인,1047406296
1885,참마루(즉),2025-12-11 10:28:08,"220,000",일시불,01,51714222,승인,1047406296
1886,귀한족발가락시장점,2025-12-11 10:11:12,"117,000",일시불,03,23506519,승인,1047365675
1887,귀한족발가락시장점,2025-12-11 10:11:12,"51,000",일시불,03,35497638,승인,1047365675
1888,귀한족발가락시장점,2025-12-11 08:52:12,"78,000",일시불,12,67054841,승인,1047365675
1889,라온호텔호남뷔페,2025-12-11 08:21:15,"12,000",일시불,01,50840330,승인,1047401852
1890,라온호텔호남뷔페,2025-12-11 08:19:15,"12,000",일시불,06,01692764,승인,1047401852
1891,귀한족발가락시장점,2025-12-11 08:19:15,"62,000",일시불,12,66881397,승인,1047365675
1892,라온호텔호남뷔페,2025-12-11 07:59:13,"24,000",일시불,02,30050474,승인,1047401852
1893,라온호텔호남뷔페,2025-12-11 07:59:13,"24,000",일시불,01,50752960,승인,1047401852
1894,라온호텔호남뷔페,2025-12-11 07:49:12,"12,000",일시불,15,84820309,승인,1047401852
1895,한우농가(즉),2025-12-11 07:17:10,"530,000",일시불,04,77020848,승인,1047406297
1896,스타BAR(즉),2025-12-11 05:15:16,"420,000",일시불,04,86392608,승인,1047406303
1897,스타BAR(즉),2025-12-11 05:14:15,"420,000",일시불,07,00641094,승인,1047406303
1898,무지개노래클럽(즉),2025-12-11 04:41:13,"40,000",일시불,07,00266549,승인,1047385323
1899,꽃보다한우(즉),2025-12-11 03:00:18,"800,000",일시불,06,48563126,승인,1047363479
1900,라온,2025-12-11 02:37:12,"590,000",일시불,06,48505273,승인,1047373152
1901,풀하우스(즉),2025-12-11 02:17:11,"600,000",일시불,04,18167976,승인,1047400436
1902,라온,2025-12-11 02:10:09,"1,500,000",일시불,03,04491531,승인,1047373152
1903,새로길(즉),2025-12-11 02:06:08,"400,000",일시불,12,66357336,승인,WRT1761807035
1904,갤럭시(즉),2025-12-11 01:38:08,"3,000,000",일시불,02,31007084,승인,1047407413
1905,갤럭시(즉),2025-12-11 01:38:08,"1,250,000",일시불,02,31007095,승인,1047407413
1906,새로길(즉),2025-12-11 01:35:07,"1,000,000",일시불,12,66317837,승인,WRT1761807035
1907,꽃보다한우(즉),2025-12-11 01:20:13,"1,100,000",일시불,15,85376204,승인,1047363479
1908,거북이(즉),2025-12-11 00:38:15,"260,000",일시불,01,49897191,승인,1047406300
1909,에비앙,2025-12-11 00:34:13,"1,050,000",일시불,15,82363097,승인,1047373517
1910,도화(즉),2025-12-11 00:30:18,"1,400,000",6개월,04,12142221,승인,1047363480
1911,퍼펙트가라오케(즉),2025-12-11 00:20:14,"2,600,000",일시불,02,30009428,승인,1047384063
